relative_path,caption_type,caption_index,caption_text,caption_index_truncated
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,12,"Table 5: nk = 1000, weakly heterogeneous covariate distribution",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,table,13,"Table 6: nk = 3000, weakly heterogeneous covariate distribution",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,figure,14,"Figure 7: Boxplots of coverage probability, under weakly heterogeneous covariate distributions",false
supplement/Liu Levis Normand Han 2024 - Multi-Source Conformal Inference Under Distribution Shift.pdf,truncation_note,15,10 additional figure/table captions omitted from this compact index.,true
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,table,1,"Table 1 reports the performance metrics. Due to space limitations, the full results for control-based",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,table,2,Table 1: Quantitative Comparison on the AXP Dataset. Performance metrics for UP-OCP versus,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,3,"Figure 1: Pareto frontiers for average prediction set size on the AXP Dataset, for 50 target miscoverage",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,4,Figure 1 illustrates that UP-OCP (red) empirically achieves the best Pareto trade-off. UP-OCP consis-,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,table,5,"Table 1. We observed this at all target levels, making the mean set size infinite.",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,6,Figure 2: Realized vs. target coverage.,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,7,Figure 3: Pareto frontiers on the synthetic sinusoid. Optimal performance is the bottom-left corner,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,8,"Figure 4: Plot of the realized marginal coverage against the average prediction set size, averaged over",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,9,Figure 5: Observed nonconformity scores for AAPL stock returns.,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,10,Figure 6: UP-OCP vs. DtACI for forecasting AXP stock return.,false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,11,"Figure 7: As in Figure 6, UP-OCP vs. KT.",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,12,"Figure 8: As in Figure 6, UP-OCP vs. SFOGD (lr=25).",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,13,"Figure 9: As in Figure 6, UP-OCP vs. P Ctrl (lr=0.1).",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,figure,14,"Figure 10: As in Figure 6, UP-OCP vs. PI Ctrl (lr=0.1).",false
supplement/Liu et al 2026 - Online Conformal Prediction via Universal Portfolio Algorithms.pdf,truncation_note,15,63 additional figure/table captions omitted from this compact index.,true
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,1,Figure 1: Decision-making under uncertainty involves both predictive and prescriptive analytics. In,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,2,Figure 2: An illustrative numerical example with a knapsack problem with two items to exemplify,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,3,"Figure 3: In decision-focused learning, the neural network model is trained to minimize the task loss",false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,4,Figure 4: An overview of gradient-based DFL methodologies categorized into four classes.,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,5,"Figure 4 presents key characteristics of these four methodology classes, highlighting the types of",false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,table,6,Table 1: A concise overview of gradient modeling techniques in key DFL techniques that use gradient-,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,table,7,Table 2: Brief overview of the test problems considered for experimental evaluation. The objective,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,table,8,Table 3: The range of hyperparameters for hyperparameter tuning by grid search.,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,9,Figure 5: Comparative evaluations on the synthetic shortest path problem with noise-halfwidth,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,10,Figure 6: Comparative evaluations on the synthetic portfolio optimization problem with noise mag-,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,11,Figure 7: Comparative evaluations on the Warcraft shortest path problem instances. The boxplots,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,12,Figure 8: Comparative evaluations on the energy-cost aware scheduling problem instances. This,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,13,Figure 9: Comparative evaluations on the knapsack problem instances. This boxplot shows the,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,figure,14,Figure 10: Comparative evaluations on the diverse bipartite matching problem instances. This,false
supplement/Mandi et al 2024 - Decision-Focused Learning Survey.pdf,truncation_note,15,13 additional figure/table captions omitted from this compact index.,true
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,1,Table 1: Portfolio Mean Return,false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,2,Table 2: Portfolio Covariance Matrix,false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,3,Table 3: Optimal Portfolio with the Minimum Variance Approach,false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,4,Table 4: VaR and CVaR obtained with the Minimum Variance Approach,false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,5,"Table 5: Portfolio, VaR, and CVaR from Min CVaR Approach: Monte Carlo Sim-",false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,6,"Table 6: The Portfolio, VaR, and CVaR from Min CVaR Approach: Simulations",false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,7,"Table 7: NIKKEI Portfolio, reproduced from Mauser and Rosen (1999).",false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,figure,8,"Figure 1: Distribution of losses for the NIKKEI portfolio with best normal approximation,",false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,9,"Table 8: Best Hedge, Corresponding VaR and CVaR with Minimum CVaR Approach:",false
supplement/Rockafellar Uryasev 2000 - Optimization of Conditional Value-at-Risk.pdf,table,10,Table 9: Initial Positions and Best Hedge with Minimum CVaR Approach: Simul-,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,1,"Figure 1: Visualization of the pinball loss function in (6), where z = y − ŷ.",false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,2,Figure 2: Prediction intervals on simulated heteroscedastic data with outliers (see Figure 7 for a full,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,table,3,"Table 1 summarizes our 2,200 experiments, showing the average performance across all the datasets",false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,table,4,"Table 1: Length and coverage of prediction intervals (α = 0.1) constructed by various methods,",false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,5,Figure 4 shows the results for: blog feedback (blog_data) [41]; physicochemical properties of,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,6,"Figure 3: Average length (left) and coverage (right) of prediction intervals (α = 0.1), averaged over",false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,7,Figure 4: Refer to the caption of Figure 3 for details.,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,8,Figure 5: Refer to the caption of Figure 3 for details.,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,9,Figure 6: Refer to the caption of Figure 3 for details.,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,10,Figure 7: Full range scatter plot of the test data used in the synthetic simulation of Figure 2.,false
supplement/Romano Patterson Candes 2019 - Conformalized Quantile Regression.pdf,figure,11,"Figure 8: Prediction intervals on simulated data constructed by locally adaptive conformal prediction,",false
supplement/Schutte et al 2024 - Robust Losses for Decision-Focused Learning.pdf,figure,1,Figure 1: Visualization of the empirical regret loss in DFL (left) and the robust losses in comparison (predictive pipeline is equal). The robust,false
supplement/Schutte et al 2024 - Robust Losses for Decision-Focused Learning.pdf,figure,2,Figure 2: Observed coefficients c (profit) per feature value z (temperature) and optimal linear predictors ĉ = fθ∗ (z) according to different loss,false
supplement/Schutte et al 2024 - Robust Losses for Decision-Focused Learning.pdf,figure,3,Figure 2 gives an illustrative example in which PFL using Var(min c) ̸= min Var(c) for some random variable c.,false
supplement/Schutte et al 2024 - Robust Losses for Decision-Focused Learning.pdf,figure,4,Figure 3: Test set mean normalized empirical regret in % (y-axes) on 3 experimental problems with different noise (ϵ̄) and training size (t),false
supplement/Schutte et al 2024 - Robust Losses for Decision-Focused Learning.pdf,table,5,Table 1: Test set mean normalized empirical regret in % (standard deviation) on 3 experimental problems with different noise (ϵ̄) and training,false
supplement/Tibshirani et al 2019 - Conformal Prediction Under Covariate Shift.pdf,figure,1,"Figure 1: Empirical coverages of conformal prediction intervals, computed using 5000 different random splits",false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,1,Figure 1: Prediction sets with uniform coverage need to balance the coverage across multiple distributions. (a),false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,2,"Figure 2: Performance of MDCP and baselines in the classification Linear experiments, where the bars represent",false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,3,Figure 3 presents the results in the Nonlinear settings. While single-source calibration severely under-,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,4,Figure 3: Performance of MDCP and baselines in the classification Nonlinear experiments. The x-axis is the setting,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,5,Figure 4: Performance of MDCP and baselines in the classification Temperature experiments. The x-axis is the,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,6,Figure 5: Evaluation with regression Linear suites; details are otherwise the same as Figure 2.,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,7,Figure 6: Evaluation with regression Nonlinear suites; details are otherwise the same as in Figure 3.,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,8,Figure 7: Evaluation with regression Temperature suites; details are otherwise the same as in Figure 4.,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,9,"Figure 8: Performance of MDCP, Baseline-agg, and Baseline-src-k with each source region on the FMoW",false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,10,Figure 9: Results of MDCP and baselines in the PovertyMap dataset.,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,11,Figure 10: Results of MDCP and baselines in the MEPS dataset evaluation across three panels and two sensitive,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,12,Figure 10 reports the performance of the competing methods. The single-source baseline trained and,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,13,"Figure 11: Evaluation on the classification Linear suites, where MDCP with data-driven γ is labeled as “MDCP",false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,figure,14,Figure 12: Evaluation on the classification Nonlinear suites. Experimental settings are identical to Figure 3. The,false
supplement/Yang Jin 2026 - Multi-Distribution Robust Conformal Prediction.pdf,truncation_note,15,12 additional figure/table captions omitted from this compact index.,true
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,figure,1,Figure 1: Results for the tumor image segmentation problem (Section 5.1) across different FNR,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,figure,2,Figure 2: Results from the battery storage problem (Section 5.2) across different CVaR quantile levels,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,table,3,Table 1: Sensitivity of task loss and tail risk to relative changes in hyperparameter t on the,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,figure,4,Figure 3: Predictions on 8 randomly selected images from the test set for the tumor image segmen-,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,table,5,"Table 2: Comparison of cross-entropy loss, false negative rate (FNR), and false positive rate (FPR)",false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,figure,6,Figure 4: Values of the decision scaling factor λ for the battery storage problem (Section 5.2) across,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,figure,7,Figure 5: Comparison of financial tail risk (top) and task loss (bottom) as a function of calibration set,false
supplement/Yeh et al 2025 - Conformal Risk Training.pdf,table,8,Table 3: Sensitivity of task loss and tail risk to absolute changes in hyperparameter t on the battery,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,1,"Figure 1: Whereas prior “estimate-then-optimize” (ETO, top) approaches separate the model training",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,2,"Figure 1 (bottom) illustrates the key parts of our framework to answer these questions. First, we use a",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,3,"Figure 2: Consider a robust portfolio optimization problem with 2 assets, where y ∈ R2 is a random vector of",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,4,Figure 3: Task loss performance (mean ±1 stddev across 10 runs) for the battery storage problem with no,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,5,"Figure 3 (top) compares task loss performance for different uncertainty levels (α ∈ {.01, .05, .1, .2}) and the",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,6,Figure 4: Coverage (mean ±1 stddev across 10 runs) for the battery storage problem with no distribution,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,table,7,"Table A1: Time per epoch of pretraining, optimization, and end-to-end training, measured in seconds",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,table,8,Table A1 counterintuitively reports lower E2E training times for Ellipse and PICNN than optimization times.,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,9,"Figure A1: Similar to Figure 3, except that the value plotted is the VaR1−α [task loss] (mean ±1 stddev",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,10,"Figure A2: Similar to Figure 3, except that the value plotted is the CVaR1−α [task loss] (mean ±1 stddev",false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,table,11,Table A2: Task loss performance (mean ± 1 stddev across 10 runs) for the portfolio optimization problem.,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,table,12,Table A3: Coverage (mean ±1 stddev across 10 runs) for the portfolio optimization problem. Our E2E,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,13,Figure A3: This figure plots the density of the conditional distribution P(y | x) for x = −1.167 0.024,false
supplement/Yeh et al 2026 - End-to-End Conformal Calibration for Optimization Under Uncertainty.pdf,figure,14,Figure A4: Visualization of data from the battery storage problem under distribution shift. The train/val,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,1,Figure 1 Our proposed framework (CREDO) compared against conventional predict-then-optimize (PTO).,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,2,Figure 2 Example of the CREDO procedure applied to a linear programming problem.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,3,Figure 3 Comparison of risk estimation using a point model and generative models (𝐾 = 3 and 𝐾 = 4) in CREDO.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,4,Figure 4 Illustration of settings I and II.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,table,5,"Table 1 summarizes the results. For the first three baselines (SA, LR, NN), we observe low estimation",false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,table,6,Table 1 Evaluated metrics for different risk estimation methods across different optimization settings.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,table,7,Table 2 presents the comparison results. It can be seen that CREDO achieves the smallest ranking metric,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,table,8,Table 2 Evaluated empirical confidence ranking (↓) for different methods across different optimization settings.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,9,Figure 5 Comparison of CREDO performance for three different calibrated radii.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,10,"Figure 5 presents the evaluation results comparing different types of calibrated radii ( 𝑅 𝑝 , 𝑅𝑒 and 𝑅∞ )",false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,11,Figure 6 Comparison of CREDO performance for four different generative model configurations.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,12,Figure 5 presents the evaluation results comparing different types of calibrated radii. We observe that,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,table,13,Table 3 Evaluated metrics for different optimization procedures solving (13b) across different settings.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,figure,14,Figure 6 presents the comparison results of CREDO risk estimation using different generative models.,false
supplement/Zhou Orfanoudaki Zhu 2025 - Conformalized Decision Risk Assessment.pdf,truncation_note,15,5 additional figure/table captions omitted from this compact index.,true
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,1,Figure 2. Illustration of the problem setup with a simple robust linear optimization problem. Panel (a) shows the miscoverage-regret,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,2,Figure 3. Validity-accuracy tradeoff curves under four optimization settings. Connected dots trace estimator performance as the number of,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,3,"Figure 4. Miscoverage-regret tradeoff Pareto frontiers. Given some prespecified preference function, there is an optimal tradeoff point",false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,4,Figure 3 presents the evaluation results comparing CREME,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,5,"Figure 3 also provides insights into the finite-sample be- N (µ̂, Σ̂), with µ̂ and Σ̂ estimated from the data. (ii) Em-",false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,table,6,Table 1. Sensitivity analysis of CREME against number of samples n and the robustness level index set size |Λ|.,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,table,7,Table 1 summarizes the experimental results. As n and |Λ|,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,8,"Figure 4 visualizes the evaluated Pareto frontier and tradeoff larger n and |Λ| lead to increased runtime, which peaks",false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,9,Figure 5. An example illustration of a network with three paths considered in our shortest path optimization.,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,10,Figure 6. Validity-accuracy tradeoff curves under four optimization settings. First row: validity versus robustness parameter λ. Second,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,11,Figure 7. Miscoverage–regret tradeoff Pareto frontiers with attained solutions from each model under different preference weights.,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,12,Figure 6 provides a detailed breakdown of the validity–accuracy performance evaluation originally presented in Figure 3,false
supplement/Zhou Zhu 2025 - Calibrating Decision Robustness via Inverse Conformal Risk Control.pdf,figure,13,"Figure 7 parallels Figure 4 in the main paper, but presents additional trade-off points attained by different methods under",false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,figure,1,Fig. 1. The sorting method in NSGA2.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,table,2,Table 4 shows MSEs of MLPs with different number of neurons and theory and on the following two objectives.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,table,3,Table 5 presents the results of the ﬁtted logistic regression. The Pareto front generated by the proposed algorithm is depicted,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,table,4,Table 7 shows the 10-fold cross validation results. The overall To understand more about what happened in the experimental,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,table,5,Table 3 Logistic regression results.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,figure,6,Fig. 3. Pareto front generated by NSGA2.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,table,7,"Table 9 model for lenders. In this single-objective optimization problem,",false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,figure,8,Fig. 5. Comparison of the risk of the best portfolio of models.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,figure,9,Fig. 4. Comparison of the return of the best portfolio of models.,false
tesis/Babaei Bamdad 2020 - Multi-Objective Investment Recommendation in P2P Lending.pdf,figure,10,"Fig. 7. The portfolio risk sensitivity to M. dinality constrained portfolio optimisation. Computers & Operations Research,",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,1,Table 1. Relative violation of constraint 372 in PILOT4,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,2,Table 1.1 Data for Example 1.1.1.,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,3,Figure 2.1 Robust solutions to portfolio selection problem from Example 2.3.6. Along,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,4,Table 2.1 Critical noise levels for two instances of the Signal Recovery problem.,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,5,Table 2.2 Experiments with A being near-projector onto the hyperplane {s ∈ R32 : si =,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,6,"Figure 2.2 Graphs of Σ(κ) , κ = 1, 2, 3, 4.",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,7,Table 2.3 Summary of Examples 2.4.6 – 2.4.9 and 2.4.11 – 2.4.13. In the R table for a,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,8,Table 3.1 Performance of various designs. In the table: Opt is the optimal value in,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,9,"Figure 3.1 Nominal, RC and GRC antenna designs. First rows: sample plots of |D(φ)|",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,10,Figure 3.2 “Circle hat” Γk (ABC) and triangle ∆k (ABD).,false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,table,11,"table 3.1, and illustrated in figure 3.1. We see that “immunizing” the design against",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,12,"Figure 4.1 Plots of OptI (²) — OptIII (²) and Opt+ (²). Top to bottom: Opt+ (²),",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,13,"Figure 4.2 Generating function γ11,8 (s) (middle curve) vs. exp{s} (top curve) and max[1+",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,figure,14,"Figure 4.3 Intersection of uncertainty sets, underlying various approximation schemes in",false
tesis/Ben-Tal El Ghaoui Nemirovski 2009 - Robust Optimization.pdf,truncation_note,15,58 additional figure/table captions omitted from this compact index.,true
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,1,Table 1 shows summary statistics for our sample of originated mortgages across the data merges. The first,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,2,Table 2 shows default rates across different loan products for the sample of applicants by loan approval status,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,3,Table 5 shows results from the estimated models. Our baseline models attain predictive performance that is,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,4,Table 6 shows that 46%-53% of the overall AUC difference is accounted for by the fact that disadvantaged,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,5,"Table 7 shows our second stage estimates, separately for different consumer types. The coefficients can be",false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,6,Table 9 presents a summary of model parameter estimates. We find that mortgage applicants differ substan-,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,7,Table 10 presents results from the two counterfactuals described above and also characterizes efficiency in the,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,figure,8,Figure 1: Receiver Operating Characteristic Curves by Consumer Type,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,figure,9,Figure 2: Plot of VantageScore 3.0 Credit Score and Predicted Default (XGBoost),false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,figure,10,Figure 3: SHAP Values for XGBoost Models by Consumer Type,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,figure,11,Figure 4: AUC and Compositional Differences in Credit Files,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,figure,12,Figure 5: Model Identification,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,13,Table 1: Summary Statistics: Originated Mortgages,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,table,14,Table 2: Summary Statistics: Default Measures,false
tesis/Blattner Nelson 2021 - How Costly is Noise Data and Disparities in Consumer Credit.pdf,truncation_note,15,8 additional figure/table captions omitted from this compact index.,true
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,1,Table 1: Count of Excluded Records by Reason,false
tesis/Brevoort Grimm Kambara 2016 - Credit Invisibles and the Unscored.pdf,table,2,Table 2: Age Groups of Explanatory Census Variables,false
